web_scraper_order,web_scraper_start_url,price,name,location,image
"1765196818-55","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","65 000CFA","Couple bramane productrice","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2263150_uploaded_image1_1591826889.jpg"
"1765196818-56","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Prix sur demande","Jeunes mâles brahman","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2258568_uploaded_image1_1591778766.jpg"
"1765196818-57","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","12 500CFA","Poussin brahmane","Dakar, Sénégal","https://images.coinafrique.com/thumb_2257189_uploaded_image1_1591743386.jpg"
"1765196818-58","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","12 500CFA","Poussin brahmane","Dakar, Sénégal","https://images.coinafrique.com/thumb_2257183_uploaded_image1_1591743270.jpg"
"1765196818-59","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","15 000CFA","Lapins","Dakar, Sénégal","https://images.coinafrique.com/thumb_2229912_uploaded_image1_1591309427.jpg"
"1765196818-60","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","15 000CFA","Lapins Angora française","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2223516_uploaded_image1_1591222379.jpg"
"1765196818-61","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","20 000CFA","Lapin","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2221541_uploaded_image1_1591196081.jpg"
"1765196818-62","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","15 000CFA","Lapin","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2221308_uploaded_image1_1591193544.jpg"
"1765196818-63","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","2 500CFA","poulet","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2218341_uploaded_image1_1591159723.jpg"
"1765196818-64","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","35 000CFA","Pigeon lavande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_2203490_uploaded_image1_1590929887.jpg"
"1765196818-65","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","2 200CFA","Poulet mâle","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2172605_uploaded_image1_1590453736.jpg"
"1765196818-66","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","3 000CFA","Poulet","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2132014_uploaded_image1_1589793253.jpg"
"1765196818-67","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","30 000CFA","Poulet Bleu hollandais","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2106379_uploaded_image1_1589378473.jpg"
"1765196818-68","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","30 000CFA","Couple Pigeon Cravate","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_2082389_uploaded_image1_1588989025.jpg"
"1765196818-69","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","4 200CFA","Poulet","Dakar, Sénégal","https://images.coinafrique.com/thumb_2021584_uploaded_image1_1588073587.jpg"
"1765196818-70","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","2 200CFA","Poulets à vendre et oeufs","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2002375_uploaded_image1_1587741273.jpg"
"1765196818-71","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","3 000CFA","Poulets","Dakar, Sénégal","https://images.coinafrique.com/thumb_2001942_uploaded_image2_1587735661.98.jpeg"
"1765196818-72","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","35 000CFA","Oie","Dakar, Sénégal","https://images.coinafrique.com/thumb_1997244_uploaded_image1_1587667066.jpg"
"1765196818-73","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","50 000CFA","Couple Laor","Dakar, Sénégal","https://images.coinafrique.com/thumb_1995210_uploaded_image1_1587646147.jpg"
"1765196818-74","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","50 000CFA","Couple  Laor","Dakar, Sénégal","https://images.coinafrique.com/thumb_1995183_uploaded_image1_1587645917.jpg"
"1765196818-75","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","50 000CFA","Pigeons","Dakar, Sénégal","https://images.coinafrique.com/thumb_1995134_uploaded_image1_1587645507.jpg"
"1765196818-76","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","50 000CFA","Couple Laor","Dakar, Sénégal","https://images.coinafrique.com/thumb_1995115_uploaded_image1_1587645382.jpg"
"1765196818-77","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","35 000CFA","Pigeon","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1992182_uploaded_image1_1587592805.jpg"
"1765196818-78","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Prix sur demande","Poussins  brahman colombia","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1990096_uploaded_image1_1587571540.jpg"
"1765196818-79","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","2 500CFA","Poulets de chair","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_1988804_uploaded_image1_1587553659.jpg"
"1765196818-80","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Prix sur demande","Couple Brahman","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1975396_uploaded_image1_1587342507.59.jpeg"
"1765196818-81","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","650CFA","Poussins nés le 8 avril","Saly, Sénégal","https://images.coinafrique.com/thumb_1971696_uploaded_image1_1587287294.47.jpeg"
"1765196818-82","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","2 400CFA","Poulets","Dakar, Sénégal","https://images.coinafrique.com/thumb_1963033_uploaded_image1_1587140018.16.jpeg"
"1765196818-83","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","2 400CFA","Poulets","Dakar, Sénégal","https://images.coinafrique.com/thumb_1963021_uploaded_image1_1587139946.35.jpeg"
"1765196818-84","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","2 500CFA","Poulets de chairs","Dakar, Sénégal","https://images.coinafrique.com/thumb_1934126_uploaded_image1_1586708547.66.png"
"1765196818-85","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","2 750CFA","Poulets","Dakar, Sénégal","https://images.coinafrique.com/thumb_1918730_uploaded_image1_1586442251.23.png"
"1765196818-86","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Prix sur demande","Lapins","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_1913175_uploaded_image1_1586355015.48.png"
"1765196818-87","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","30 000CFA","Orpington","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1913036_uploaded_image1_1586352896.21.png"
"1765196818-88","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","3 000CFA","Poulet","Dakar, Sénégal","https://images.coinafrique.com/thumb_1907954_uploaded_image1_1586270049.67.png"
"1765196818-89","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","30 000CFA","Coq Orpitone","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1890489_uploaded_image1_1585937996.82.png"
"1765196818-90","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","35 000CFA","Pigeons King","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1890193_uploaded_image1_1585934383.75.png"
"1765196818-91","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","40 000CFA","Pigeons Laor","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1890181_uploaded_image1_1585934252.04.png"
"1765196818-92","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","30 000CFA","Pigeons","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1890093_uploaded_image1_1585933267.84.png"
"1765196818-93","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","40 000CFA","Pigeon paon","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1890068_uploaded_image1_1585932988.65.png"
"1765196818-94","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","2 500CFA","Poulet de chair","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1888745_uploaded_image1_1585919292.3.png"
"1765196818-95","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Prix sur demande","Pigeons Mondain / boulan","Louga, Sénégal","https://images.coinafrique.com/thumb_1856511_uploaded_image1_1585321343.73.png"
"1765196818-96","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","3 000CFA","Poulet de chair","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1842198_uploaded_image1_1585068914.59.png"
"1765196818-97","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","13 000CFA","Pigeon voyageur","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1831100_uploaded_image1_1584866055.19.png"
"1765196818-98","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","13 000CFA","Pigeon voyageur","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1831098_uploaded_image1_1584866026.02.png"
"1765196818-99","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","40 000CFA","Cop Brahma","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1812172_uploaded_image1_1584528622.9.png"
"1765196818-100","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","2 700CFA","Poulet de chair","Sénégal","https://images.coinafrique.com/thumb_1804847_uploaded_image1_1584408926.38.png"
"1765196818-101","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","30 000CFA","Paon indien","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1804679_uploaded_image1_1584402291.56.png"
"1765196818-102","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","60 000CFA","Pigeon texan - Paon indien","Dakar, Sénégal","https://images.coinafrique.com/thumb_1804522_uploaded_image1_1584398352.13.png"
"1765196818-103","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","60 000CFA","Pigeon texan paon indien","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1804515_uploaded_image1_1584398280.63.png"
"1765196818-104","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","20 000CFA","Mâle bantam","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1773437_uploaded_image1_1583858452.61.png"
"1765196818-105","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","25 000CFA","Lapin Angora","Thies Nord, Thiès, Sénégal","https://images.coinafrique.com/thumb_1732205_uploaded_image1_1583152160.0.png"
"1765196818-106","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","25 000CFA","Coq","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1723625_uploaded_image1_1582972350.31.png"
"1765196818-107","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","5 000CFA","Poussin Orpington","Dakar, Sénégal","https://images.coinafrique.com/thumb_1716103_uploaded_image1_1582837127.36.png"
"1765196818-108","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","65 000CFA","Pigeons","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1712742_uploaded_image1_1582798028.37.png"
"1765196818-109","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","35 000CFA","Coq Orpington Fauve","Louga, Sénégal","https://images.coinafrique.com/thumb_1699722_uploaded_image1_1582581938.31.png"
"1765196818-110","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","250 000CFA","Paon","Dakar, Sénégal","https://images.coinafrique.com/thumb_1691196_uploaded_image1_1582420837.2.png"
"1765196818-111","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","10 000CFA","Lapin métissé","Dakar, Sénégal","https://images.coinafrique.com/thumb_1687460_uploaded_image1_1582336381.54.png"
"1765196818-112","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","40 000CFA","Blond Panoramin","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1654385_uploaded_image1_1581775358.47.png"
"1765196818-113","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","55 000CFA","Poule","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1645136_uploaded_image1_1581608040.8.png"
"1765196818-114","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","30 000CFA","Femelle cochin bleu","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1599500_uploaded_image1_1580916087.86.png"
"1765196818-115","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","90 000CFA","Oies","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1584132_uploaded_image2_1580714620.25.png"
"1765196818-116","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Prix sur demande","Couple Cochin","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1577201_uploaded_image1_1580561085.8.png"
"1765196818-117","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","40 000CFA","Poulet","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_1521236_uploaded_image1_1579695858.03.png"
"1765196818-118","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","15 000CFA","Males Bantam de Pékin","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1480111_uploaded_image1_1579028647.6.png"
"1765196818-119","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","35 000CFA","Poule","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_1461888_uploaded_image1_1578719186.99.png"
"1765196818-120","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","15 000CFA","Poussin hermine - 7 jours","Sénégal","https://images.coinafrique.com/thumb_1432855_uploaded_image1_1578928555.77.png"
"1765196818-121","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","40 000CFA","Poulet de race","Dakar, Sénégal","https://images.coinafrique.com/thumb_1417714_uploaded_image1_1577970779.66.png"
"1765196818-122","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","50 000CFA","Brahmane","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1415899_uploaded_image1_1577916626.18.png"
"1765196818-123","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","60 000CFA","Trio Bantam de Pékin","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1415870_uploaded_image1_1577915713.92.png"
"1765196818-124","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","240CFA","Oeuf fécondé","Dakar, Sénégal","https://images.coinafrique.com/thumb_1365452_uploaded_image1_1576790350.48.png"
"1765196818-125","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","5 000CFA","Canards","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1346042_uploaded_image1_1576463783.33.png"
"1765196818-126","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Prix sur demande","Dinde d'Amérique","Dakar, Sénégal","https://images.coinafrique.com/thumb_1346036_uploaded_image1_1576462750.49.png"
"1765196818-127","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","25 000CFA","Lapin","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1291244_uploaded_image1_1575430604.21.png"
"1765196818-128","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","70 000CFA","Lapins de race","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1291215_uploaded_image1_1575425694.27.png"
"1765196818-129","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","70 000CFA","Lapins de race","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1291213_uploaded_image1_1575425609.27.png"
"1765196818-130","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Prix sur demande","Lapereaux fauve","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_1261253_uploaded_image1_1574871227.98.png"
"1765196818-131","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","20 000CFA","Pigeon mondain","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1247406_uploaded_image1_1574631655.88.png"
